53.1475	27.58	56.0275	45.74625	63.8525	68.18125	32.1125	61.59875	11.85625	41.88125	73.73	9.76875	78.095	121.2025	38.14625	45.33875	66.94	44.32125	80.68375	48.4525	59.6125	82.0475	80.11875	20.735	143.9975	71.5825	66.21125	220.04375	159.58625	115.2175	93.69875	107.41125	112.94125	127.94875	90.8325	152.015	109.72125	192.0325	152.88	182.1975	50.6775	79.39125	153.99625	160.85625	89.425	337.645	273.5275	87.71	57.8025	61.74	161.76375	375.8075	139.5725	136.3675	129.9575	75.66875	63.6125	47.65	142.7525	89.76	63.32125	326.6675
79.775	26.75375	38.74875	21.04625	62.56625	87.955	37.64125	9.78375	31.6275	53.2	64.1725	13.33375	84.14375	83.3375	201.51625	154.7925	186.91625	105.88125	88.165	163.5925	67.7375	125.91375	92.73625	41.92	161.68625	142.9825	115.74875	306.46375	369.565	176.86875	337.84875	287.055	126.99375	267.7125	115.74875	259.9625	163.91375	347.9825	121.035	255.5975	93.0825	99.9575	102.17125	219.83875	98.79375	416.0925	332.09625	68.84125	52.74375	124.3925	518.665	461.88625	131.5325	180.905	165.44625	113.66625	89.64	72.815	190.51875	92.3375	131.875	339.30875
78.20875	36.2775	77.24625	54.2325	51.18875	82.8275	23.42875	35.995	45.4675	57.8	106.56625	13.03625	24.49625	64.02625	124.66	83.91375	35.36375	117.97125	13.6625	35.8125	47.59	51.90875	16.175	95.155	186.3425	110.06	101.5625	241.1775	340.41875	306.0475	322.53375	277.7025	146.66125	167.67375	124.0075	71.13	199.21125	84.4825	80.91375	108.60375	56.3525	99.305	116.1025	273.74125	133.67125	334.38875	193.05875	137.39	32.325	51.81375	186.98375	146.05125	114.96	115.37875	82.85375	32.84125	24.73	117.11125	101.99875	246.73375	74.1075	540.015
300.875	230.00375	142.36375	198.05625	309.9675	384.055	328.525	334.96	176.70625	143.79625	249.53375	38.79	251.44	157.5775	500.86	134.61	395.36375	1004.5912	370.345	765.47625	246.8875	356.24625	64.02	177.3725	1194.8275	597.21375	315.73375	989.31875	551.75375	949.8125	1683.055	487.065	901.68	814.70875	369.88625	781.45125	463.62625	1432.8838	303.26125	1038.325	366.40375	421.4425	1167.2625	2036.4362	428.84	1548.7225	1843.4712	459.4325	174.3975	586.91375	1567.9013	1271.615	1038.0263	381.29125	526.685	414.13375	267.5875	404.705	906.0575	529.8925	583.6025	1979.23
505.0675	558.35875	434.575	696.59375	923.5225	1325.9262	554.47375	678.45625	370.7175	528.85875	529.2025	161.72	434.85125	734.7725	1840.7113	1047.5337	1548.2325	1882.6912	973.87125	1018.545	615.9675	1385.9013	1948.4938	409.10375	2363.9875	781.21375	655.775	2426.1863	1928.9088	1951.5088	2201.0875	1161.4638	1870.57	2680.7875	751.29375	2983.285	1116.5075	2983.7975	1009.07	1639.6762	584.53875	1371.3825	1428.3025	4199.8162	1300.7288	4052.4887	4033.6062	519.07875	366.8075	1127.5838	3490.59	3597.6412	1548.0263	1589.51	1037.6375	936.6675	1326.175	770.10375	1833.4712	1777.4312	2124.475	4029.865
567.9325	371.0075	148.39125	132.45625	130.685	1088.2562	157.02625	75.7975	138.56125	145.67625	226.56625	49.7775	147.34375	267.50875	843.1575	374.12375	371.01625	648.65	184	429.48	357.18	477.2625	297.7875	233.41625	610.07375	671.71125	870.63	1364.6875	1729.8888	2497.8662	948.4075	622.75625	1046.8587	1199.3375	532.79375	705.18875	310.31	702.385	481.275	1444.7888	420.28625	609.71	241.5525	2374.1575	665.4975	1723.2425	709.86625	509.93125	331.095	525.02375	1045.9812	1800.2062	734.22875	378.49375	260.4375	311.91625	269.435	312.97625	1043.1325	741.69625	997.1875	1744.465
442.42625	204.94875	203.1225	278.695	299.5	435.9775	264.7625	433.1075	180.935	243.3575	242.68	96.875	253.42625	577.25625	933.26	376.7825	599.97625	619.3775	520.9125	912.52	356.8625	437.125	889.33875	59.20625	1097.0188	567.58625	284.38375	1630.5675	674.09625	1110.39	540.6575	572.4025	950.72625	1752.8225	716.31375	1925.4475	855.96625	1519.5463	680.16625	1005.505	451.66	687.79125	782.87125	3323.5488	845.22375	3262.495	3765.3988	661.33125	301.23	536.49375	2032.7762	1380.6812	524.1925	954.41125	1146.7775	510.735	361.34	504.62	2363.1875	1015.0575	979.5225	2464.7375
2796.0833	2342.3821	1788.1464	1752.5536	1769.3333	3548.3964	3524.4393	6187.4679	1030.1786	1812.9714	2041.3274	590.35238	2527.8821	2633.5762	4436.5321	2073.5512	5584.45	5670.2976	4263.9	3509.094	2003.531	3364.625	5261.3393	1444.0964	9026.3762	2461.8917	2444.1381	8041.2952	5440.0524	6794.7048	6356.9643	3309.4119	5881.081	5626.5905	3247.456	5217.5	4268.0714	6775.8036	4384.3655	6483.6048	3229.7226	3116.1952	6432.0738	6788.575	4830.3512	11454.71	6789.4012	3192.4131	1752.4083	5521.6202	6264.4929	12061.6	6046.3131	4610.9571	3350.5024	2187.0452	3177.3286	2564.9345	9123.4595	3263.1167	2580.5595	9309.4012
1288.305	901.29	1022.6538	884.3625	1562.0187	2225.3237	1616.4812	2218.7038	907.53625	1716.8875	1205.3075	406.985	1203.135	1406.2025	2572.1025	933.1275	2117.3375	2072.7888	1994.06	1360.9638	844.92625	1613.4912	2533.3525	535.72625	4142.1712	1091.4712	1259.3925	3385.6875	2072.0462	2982.9725	2623.6	1553.8675	2786.0438	2652.5375	1084.7438	2960.7525	1516.3112	3913.6125	2102.4375	3106.7912	1289.005	1501.8213	2794.0488	4697.8388	2285.455	5745.845	5114.1812	1926.3962	860.6975	2971.9112	4384.52	6315.5462	2967.485	2511.71	2451.5912	1450.8813	1314.36	1390.49	3111.0838	1852	1463.0688	4247.4425
220.88875	172.355	181.93875	221.72625	264.20375	453.90625	184.70875	300.08375	59.0675	222.78125	204.1375	83.67625	191.1775	291.88375	169.39625	201.96625	166.665	160.8375	233.43875	112.86875	117.4675	365.05125	411.58875	131.86375	449.2875	163.105	157.69	463.80625	396.815	826.50875	1100.7262	334.90375	560.18625	688.115	529.41875	463.4475	182.42875	632.96875	219.7975	287.67875	288.36	188.00875	458.83	733.82875	401.6425	853.68	742.82625	177.7975	99.47625	210.7725	973.89375	832.20625	289.6425	260.5325	165.1475	220.1075	128.785	106.7175	807.66125	579.82	255.15	988.94125
100.1175	59.62625	52.7	64.41125	97.7425	108.6225	111.73375	96.49875	58.62875	93.85125	120.2075	26.62375	122.5125	255.3625	249.265	92.52125	55.90125	171.42625	181.43	233.98375	114.57125	93.06125	130.6	38.18875	335.1725	120.8625	68.90625	268.42375	314.86125	201.66875	142.42625	124.0325	322.19125	393.65375	205.42625	234.89875	277.3	346.5275	230.59625	308.86125	163.975	94.88625	212.87125	625.46875	260.55625	703.8025	545.31625	128.595	104.31625	91.11	558.17125	465.94	267.99875	244.02125	131.32375	154.8675	120.56	111.24	282.20875	216.28125	179.16625	788.38
755.99625	416.48875	143.28375	43.84625	628.3825	968.86875	77.13625	62.27	590.80375	142.8525	352.40125	42.83375	67.97	146.8925	125.9775	84.1575	285.0675	316.8825	57.515	22.87	342.10125	26.7	23.42375	59.57625	1346.7625	692.64375	1779.6775	954.16125	892.525	3832.0725	1042.2575	963.33375	1634.4538	436.5725	818.24375	798.0175	1126.5688	630.5025	665.43	394.38875	179.46125	1310.6988	812.9375	1570.8175	200.33	1932.7612	2020.2575	662.065	1072.0688	617.515	1474.045	1143.325	257.26875	744.05375	340.58875	47.3875	18.31375	280.2675	183.28375	981.8825	89.18625	3178.7488
557.92625	434.69875	23.35	70.3925	131.0575	467.9575	208.36875	320.31125	93.8325	79.40625	336.77625	47.52125	243.74625	273.1975	713.3675	557.41	208.325	676.1775	704.37875	543.34	521.86875	242.60375	526.78625	161.4775	693.43625	1087.175	452.76	2802.7288	1415.5512	836.095	932.145	205.45625	261.49375	1071.14	1120.1287	567.9175	1337.0688	568.95125	368.7625	1219.6962	768.74375	216.18	407.02375	757.7725	902.45875	995.93375	585.18125	798.28125	289.56375	227.86875	946.77375	1259.9575	710.4975	588.29125	422.7475	207.4625	565.04875	868.39375	1199.7975	788.69125	500.32125	260.7675
208.955	207.48875	280.015	324.09	355.6975	288.74125	208.47375	146.42125	156.84125	324.05625	303.635	76.1975	298.12375	474.5825	615.08625	296.59875	445.045	1066.9225	413.60625	571.885	219.6575	435.245	683.215	175.62625	686.42625	428.01875	324.21	842.9125	512.195	840.93875	1487.6238	584.2575	769.285	795.73125	819.68125	799.50125	503.33875	794.4975	424.8225	579.15375	219.0025	383.96375	585.69	1678.255	776.385	1811.3725	747.69625	563.79625	196.995	254.62125	1029.8137	1889.7975	559.805	421.035	390.93875	320.8025	472.98375	322.1125	1447.3738	495.28875	755.98	1267.9113
66.07	46.4275	70.93	43.555	108.635	152.765	79.4375	83.505	46.93	82.28625	66.5725	17.8175	87.1275	100.745	147.9575	23.60625	75.9275	28.09875	142.64	18.1625	33.63125	154.0125	176.4	33.96	266.455	53.7575	82.27875	137.895	155.33625	258.505	290.05875	72.17125	139.585	147.1375	107.95375	162.59	114.17875	240.33625	72.15875	235.145	49.3325	88.92125	190.49625	275.3575	192.995	244.1225	478.2675	74.5325	27.87	109.6425	295.1975	259.7625	97.48	132.56125	120.195	123.63	52.68875	56.25875	147.075	98.69875	117.42875	171.93625
106.0075	126.10125	35.555	33.81625	64.1375	136.1475	74.71125	62.6875	19.81875	12.2	119.9075	21.49	18.075	8.15	171.305	134.26625	141.7225	122.0625	160.75375	41.43625	58.37375	42.14	18.17875	74.455	91.63375	143.81	119.98375	225.21875	272.975	267.07125	206.53875	32.7525	63.95875	177.165	146.32125	114.33375	156.71875	130.42375	307.1225	97.52875	141.9775	130.45625	108.77	196.165	212.165	252.37875	228.16875	113.1	60.39125	43.1725	178.565	104.74375	155.82625	77.16	131.11875	33.8675	274.795	175.82125	152.8925	135.34875	75.13125	78.1525
383.275	240.98375	46.90625	59.265	86.99	184.8025	111.035	318.825	41.03875	24.24875	271.975	19.1175	227.37125	175.36625	404.01125	370.7775	264.71125	409.0925	413.2825	308.79875	282.58375	222.70125	113.08375	116.8075	421.31875	542.34375	396.2375	1043.1438	1090.6013	835.15375	806.60375	121.65625	231.48875	750.28375	408.63125	435.70875	318.20875	433.3525	181.99	507.79875	366.4425	206.28875	235.8125	640.0325	644.5475	813.2025	800.8125	365.2225	170.78375	103.24875	521.25625	564.3175	514.89	232.85375	124.9725	151.58875	343.025	342.48625	449.84	558.54875	424.72375	189.7675
1434.7775	1196.6438	254.39875	590.62	551.55375	1860.1337	830.2575	1183.3075	638.2275	410.6675	1406.955	276.9925	344.46625	528.8175	1405.2187	524.56125	1178.2112	1477.6138	524.665	758.95375	460.09625	899.2225	787.94	827.24125	1603.915	1310.4462	1464.8962	2127.1212	3321.245	3198.2537	2214.8075	1221.5188	1577.9175	1933.9613	1637.2537	1105.5238	1939.2338	1043.68	694.02375	1828.965	549.64625	1832.4963	1100.9438	2513.4687	1859.8137	2106.2262	1361.4275	1777.345	652.2	1198.6938	2080.165	1743.5012	1293.24	957.16125	607.79625	442.025	539.2975	630.7175	1808.4338	1581.8412	1146.92	4558.7712
1573.8662	1425.2875	1497.585	1353.59	1910.4275	2631.5462	2337.7938	4392.115	897.96875	1694.2625	1447.7988	385.93	1627.47	1918.9275	1411.9875	804.07875	2464.3887	1140.3688	2561.3962	651.3575	600.81875	2399.3425	5056.5625	685.00375	4213.5713	1518.7488	1240.7325	4200.565	3353.0988	3284.7013	3684.2812	1596.455	2553.0525	3921.9038	1418.5212	3019.91	2167.455	4539.7288	2661.9675	4464.6113	1266.8475	1794.5537	4018.8613	4927.2838	2537.5775	6201.2512	5131.615	1703.055	795.69125	2649.0025	6000.0775	6325.5913	2699.62	2854.5988	1900.93	1843.47	793.04625	1780.7438	5060.0388	2246.5438	1547.2675	7741.5975
858.5125	392.70625	79.695	28.90625	193.37	366.3375	236.23	795.385	83.93625	87.4825	310.79	48.8175	228.0725	439.435	506.27625	422.19375	310.66375	399.84375	646.3375	759.1725	525.28125	129.055	409.2925	43.3125	618.425	1192.5812	420.60375	1696.0838	1515.4563	729.55625	379.59625	189.50625	326.88	1223.7462	684.91375	653.4625	885.71	742.6525	498.505	803.9475	885.675	402.4775	456.32	1181.5025	808.51	1275.5413	1742.7925	631.33	75.3975	285.5025	3006.7288	693.17875	835.43125	734.9575	879.0975	181.625	451.055	834.28375	2347.71	1165.4075	727.38	997.1825
488.6225	448.9	363.47125	501.62375	460.80375	740.61875	509.49875	1229.35	258.15625	483.40875	441.55125	179.66375	444.95375	598.8575	873.56625	480.825	1007.115	834.68125	770.44875	558.61	403.98375	703.19	1341.2337	228.03625	1648.325	668.465	447.13	1453.7738	700.29875	1108.1863	948.1	549.78375	1244.82	1144.4425	557.1325	1288.23	741.7975	1766.0225	711.965	1663.4463	395.9325	723.0875	961.8275	1845.7462	879.38875	2067.0562	2467.4775	527.82125	204.82625	869.69	1428.1138	2080.27	1145.0788	829.1225	821.2225	462.325	536.585	477.2175	1598.1688	554.25625	683.0625	1629.555
816.455	248.99375	54.90375	54.66625	136.1375	512.1975	162.98875	576.81125	53.10125	61.41625	276.575	29.13125	137.76625	200.8625	363.4075	477.69	167	391.61375	611.1125	437.94375	501.51125	260.87375	286.83875	100.29125	528.12875	929.3325	393.41	1610.8262	1400.195	889.73875	898.455	215.83125	248.83125	821.715	647.52125	535.5275	600.445	541.8425	419.58	677.98625	638.78375	261.37625	298.08875	774.90125	726.36125	926.36	973.975	376.88625	101.9925	203.2075	1612.7063	939.49	702.605	295.50125	277.61625	177.68625	317.73875	614.7225	1002.68	696.84	452.23125	380.38
475.93452	206.1131	40.84405	113.375	213.75595	292.9631	219.71548	128.47024	125.25119	111.41667	570.67262	37.46191	127.49048	253.12619	584.075	220.45119	254.76667	723.71667	136.24643	487.74286	250.7131	278.77381	136.67738	182.12619	573.14167	502.42976	438.65357	524.42262	1081.3369	920.37738	461.6369	691.52976	641.10833	521.62976	646.24048	413.76548	241.69643	337.88929	289.17143	793.9	204.69048	378.99643	433.80238	1021.9762	821.75952	1470.956	743.82262	709.09643	305.09524	197.49881	440.63571	1014.7417	435.79762	275.16071	118.21548	94.72738	131.7	242.59286	615.27976	669.37262	430.35714	1100.7107
